name	title	country	host	date
PV242322.1	Influenza A virus (A/chicken/Germany-NI/2025AI00862/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Gallus gallus	2025-01-28
PV242330.1	Influenza A virus (A/Barnacle Goose/Germany-NI/2025AI00855/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Branta leucopsis	2025-01-17
PV242338.1	Influenza A virus (A/swan/Germany-ST/2025AI00861/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Anatidae	2025-01-24
PV242346.1	Influenza A virus (A/Barnacle Goose/Germany-NI/2025AI01244/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Branta leucopsis	2025-02-06
PV242354.1	Influenza A virus (A/wild goose/Germany-BY/2025AI01255/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Anser sp.	2025-02-04
PV242362.1	Influenza A virus (A/chicken/Germany-MV/2025AI01260/2025(H5N1)) segment 4 hemagglutinin (HA) gene, partial cds	Germany	Gallus gallus	2025-02-07
PV242370.1	Influenza A virus (A/Grey Heron/Germany-ST/2025AI01274/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Ardea cinerea	2025-02-07
PV242378.1	Influenza A virus (A/Canada Goose/Germany-BY/2025AI01283/2025(H5N1)) segment 4 hemagglutinin (HA) gene, partial cds	Germany	Branta canadensis	2025-02-12
PV242386.1	Influenza A virus (A/swan/Germany-NW/2025AI00851/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Anatidae	2025-01-18
PP348220.1	Influenza A virus (A/Whooper_Swan/South Korea/segment4/2023(H5N6)) segment 4 hemagglutinin (HA) gene, complete cds	South Korea		2023-12-22
PP410102.1	Influenza A virus (A/Geese/Egypt/MN4/2022(H5N8)) segment 4 hemagglutinin (HA) gene, partial cds	Egypt	Anser	2022-06-XX
PP348169.1	Influenza A virus (A/Whooper_Swan/South Korea/segment4/2023(H5N6)) segment 4 hemagglutinin (HA) gene, complete cds	South Korea		2023-12-08
PV212073.1	Influenza A virus (A/Duck/Bangladesh/CE-111-04-DA-03-DU-O/2022(H5N1)) segment 4 hemagglutinin (HA) gene, partial cds	Bangladesh	Anas platyrhynchos	2022-09-17
PV212109.1	Influenza A virus (A/chicken/Bangladesh/CE-116-06-CB-25-BR-O/2023(H5N1)) segment 4 hemagglutinin (HA) gene, partial cds	Bangladesh	Gallus gallus	2023-01-30
PV212227.1	Influenza A virus (A/Duck/Bangladesh/CE-111-04-DA-06-DU-O/2022(H5N1)) segment 4 hemagglutinin (HA) gene, partial cds	Bangladesh	Anas platyrhynchos	2022-09-17
PV212240.1	Influenza A virus (A/Duck/Bangladesh/CE-115-05-DA-04-DU-C/2022(H5N1)) segment 4 hemagglutinin (HA) gene, partial cds	Bangladesh	Anas platyrhynchos	2022-11-26
PV212503.1	Influenza A virus (A/Duck/PA/23-003429-006-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Anatidae	2023-01-30
PV212783.1	Influenza A virus (A/Duck/PA/23-006269-014-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Anatidae	2023-02-23
PV212943.1	Influenza A virus (A/Duck/PA/23-008369-005-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Anatidae	2023-03-14
PV213327.1	Influenza A virus (A/chicken/PA/23-004157-007-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Gallus gallus	2023-01-29
PV214199.1	Influenza A virus (A/Turkey/IN/25-000295-003-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Meleagris gallopavo	2025-01-03
PV214295.1	Influenza A virus (A/Turkey/MI/25-000205-002-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Meleagris gallopavo	2025-01-02
PV214351.1	Influenza A virus (A/Turkey/OH/25-000542-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Meleagris gallopavo	2025-01-04
PV218193.1	Influenza A virus (A/Bald Eagle/IA/25-001479-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Haliaeetus leucocephalus	2025-XX-XX
PV218241.1	Influenza A virus (A/Canada Goose/IL/25-000616-006-original/2025(H5N2)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Branta canadensis	2025-XX-XX
PV218393.1	Influenza A virus (A/Turkey/OH/25-001057-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Meleagris gallopavo	2025-XX-XX
PV218401.1	Influenza A virus (A/Turkey/OH/25-001057-002-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Meleagris gallopavo	2025-XX-XX
PV218449.1	Influenza A virus (A/Turkey/OH/25-001329-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Meleagris gallopavo	2025-XX-XX
PV218497.1	Influenza A virus (A/Turkey/OH/25-001338-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Meleagris gallopavo	2025-XX-XX
PV218553.1	Influenza A virus (A/cat/CA/25-001350-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Felis catus	2025-XX-XX
PV218945.1	Influenza A virus (A/chicken/CA/25-001480-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Gallus gallus	2025-XX-XX
PV218985.1	Influenza A virus (A/chicken/CT/25-001332-002-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Gallus gallus	2025-XX-XX
PV219017.1	Influenza A virus (A/chicken/FL/25-001073-004-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Gallus gallus	2025-XX-XX
PV219041.1	Influenza A virus (A/chicken/IN/25-001513-002-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Gallus gallus	2025-XX-XX
PV219065.1	Influenza A virus (A/chicken/MD/25-001055-002-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Gallus gallus	2025-XX-XX
PV219089.1	Influenza A virus (A/chicken/MI/25-001518-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Gallus gallus	2025-XX-XX
PV219097.1	Influenza A virus (A/chicken/MO/25-001087-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Gallus gallus	2025-XX-XX
PV219121.1	Influenza A virus (A/chicken/MO/25-001087-004-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Gallus gallus	2025-XX-XX
PV209706.1	Influenza A virus (A/Duck/Bangladesh/CE-116-04-DA-06-DU-O/2022(H5N1)) segment 4 hemagglutinin (HA) gene, partial cds	Bangladesh	Anas platyrhynchos	2022-09-19
PV209814.1	Influenza A virus (A/Duck/Bangladesh/CE-111-04-DB-11-DU-O/2022(H5N1)) segment 4 hemagglutinin (HA) gene, partial cds	Bangladesh	Anas platyrhynchos	2022-09-17
PP340458.1	Influenza A virus (A/duck/India/11CA04/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	India	Anatidae	2022-10-20
PP348118.1	Influenza A virus (A/Bean_goose/South Korea/segment4/2023(H5N6)) segment 4 hemagglutinin (HA) gene, complete cds	South Korea	Anser fabalis	2023-12-21
PP426567.1	Influenza A virus (A/Nasua nasua/Uruguay/145M1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Uruguay	Nasua nasua	2023-05-04
PP426575.1	Influenza A virus (A/Nasua nasua/Uruguay/145M2/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Uruguay	Nasua nasua	2023-05-04
PP426583.1	Influenza A virus (A/Nasua nasua/Uruguay/146M1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Uruguay	Nasua nasua	2023-05-05
PV187759.1	Influenza A virus (A/domestic duck/Germany-MV/2024AI05018/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Anas platyrhynchos	2024-11-25
PV187767.1	Influenza A virus (A/Eurasian Wigeon/Germany-SH/2024AI05027/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Mareca penelope	2024-11-18
PV187791.1	Influenza A virus (A/Great Black-backed Gull/Germany-SH/2024AI05060/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Larus marinus	2024-11-26
PV187799.1	Influenza A virus (A/turkey/Germany-MV/2024AI05071/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Meleagris gallopavo	2024-12-06
PV187827.1	Influenza A virus (A/Barnacle Goose/Germany-SH/2024AI05146/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Branta leucopsis	2024-12-02
PV187843.1	Influenza A virus (A/chicken/Germany-MV/2024AI05149/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Gallus gallus	2024-12-22
PV187859.1	Influenza A virus (A/Mandarin Duck/Germany-BY/2024AI05159/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Aix galericulata	2024-12-27
PV187867.1	Influenza A virus (A/turkey/Germany-MV/2025AI00004/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Meleagris gallopavo	2024-12-31
PV187883.1	Influenza A virus (A/Mute Swan/Germany-SH/2025AI00022/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Cygnus olor	2024-12-12
PV187891.1	Influenza A virus (A/chicken/Germany-SH/2025AI00031/2025(H5N1)) segment 4 hemagglutinin (HA) gene, partial cds	Germany	Gallus gallus	2025-01-06
PV187907.1	Influenza A virus (A/turkey/Germany-NI/2025AI00175/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Meleagris gallopavo	2025-01-11
PV187923.1	Influenza A virus (A/Gadwall/Germany-MV/2024AI05048/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Mareca strepera	2024-12-02
PV187955.1	Influenza A virus (A/White Stork/Germany-BY/2025AI00446/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Ciconia ciconia	2025-01-14
PV187979.1	Influenza A virus (A/turkey/Germany-BW/2025AI00222/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Meleagris gallopavo	2025-01-12
PV188011.1	Influenza A virus (A/turkey/Germany-NI/2024AI05108/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Meleagris gallopavo	2024-12-10
PV163093.1	Influenza A virus (A/Duck/Egypt/f76/2023(H5N8)) segment 4 hemagglutinin (HA) gene, partial cds	Egypt	Anatidae	2023-01-22
PV163164.1	Influenza A virus (A/Brown skua/Torgersen Island/o81-b82/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Antarctica	Stercorarius lonnbergi	2024-12-XX
PV159623.1	Influenza A virus (A/Guineafowl/SD/25-000286-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Numididae sp.	2025-01-03
PV159679.1	Influenza A virus (A/Peafowl/SD/25-000286-003-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Pavo	2025-01-03
PV160407.1	Influenza A virus (A/cattle/CA/24-032777-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Bos taurus	2024-10-22
PV160855.1	Influenza A virus (A/cattle/CA/24-034839-001-original-repeat2/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Bos taurus	2024-11-19
PV161279.1	Influenza A virus (A/cattle/CA/24-036817-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Bos taurus	2024-11-26
PV162039.1	Influenza A virus (A/chicken/KS/24-038592-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Gallus gallus	2024-12-23
PV162159.1	Influenza A virus (A/chicken/MO/25-000477-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Gallus gallus	2025-01-02
PV162239.1	Influenza A virus (A/chicken/OH/25-000474-002-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Gallus gallus	2025-01-05
PV162311.1	Influenza A virus (A/chicken/SD/25-000692-001-original/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Gallus gallus	2025-01-06
PV124886.1	Influenza A virus (A/dairy cattle/Hong Kong/RG-DelNS1-p1/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Hong Kong		2024-05-XX
PV124894.1	Influenza A virus (A/dairy cattle/Hong Kong/RG-DelNS1-p10/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Hong Kong		2024-05-XX
PV124974.1	Influenza A virus (A/mink/Hong Kong/RG-DelNS1-p1/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Hong Kong	Mustela lutreola	2024-05-XX
PV124994.1	Influenza A virus (A/mink/Hong Kong/RG-DelNS1-p10/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Hong Kong	Mustela lutreola	2024-05-XX
PV125347.1	Influenza A virus (A/chicken/Egypt/RLQP-1-2025/2025(H5N1)) segment 4 hemagglutinin (HA) gene, partial cds	Egypt	Gallus gallus	2025-01-22
PV112112.1	Influenza A virus (A/Larus michahellis/Triboltingen/V0433/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Switzerland	Larus michahellis	2024-12-06
PV112113.1	Influenza A virus (A/Larus michahellis/Schaffhausen/V0455/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Switzerland	Larus michahellis	2024-12-28
PV112122.1	Influenza A virus (A/Cygnus olor/Bruegg/V0004/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Switzerland	Cygnus olor	2025-01-05
PV112130.1	Influenza A virus (A/Larus argentatus/Ermatingen/V0010/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Switzerland	Larus argentatus	2025-01-01
PV112138.1	Influenza A virus (A/Larus argentatus/Muensterlingen/V0011/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Switzerland	Larus argentatus	2025-01-07
PV078494.1	Influenza A virus (A/Mallard/Alberta/36/2024(H5N5)) clone H5 segment 4 hemagglutinin (HA) gene, complete cds	Canada	Anas platyrhynchos	2024-08-14
PV070973.1	Influenza A virus (A/Turkey/IA/24-037492-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Meleagris gallopavo	2024-12-14
PV072157.1	Influenza A virus (A/chicken/CA/24-037427-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Gallus gallus	2024-12-11
PV060161.1	Influenza A virus (A/Turkey/WI/24-037154-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Meleagris gallopavo	2024-12-11
MW663772.1	Influenza A virus (A/goose/China/M10/2016(H5N6)) segment 4 hemagglutinin (HA) gene, complete cds	China	Anatidae	2016-01-XX
PP502509.1	Influenza A virus (A/rosy-billed pochard/Argentina/CIP112-3449/2017(H5N3)) segment 4 hemagglutinin (HA) gene, complete cds	Argentina	Netta peposaca	2017-06-14
PV033329.1	Influenza A virus (A/England/0480160/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	United Kingdom	Homo sapiens	2025-01-XX
PQ898024.1	Influenza A virus (A/Mink/Spain/22VIR12774-14_3869-3-recombinant/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Spain	Mustela lutreola	2024-04-25
PQ881959.1	Influenza A virus (A/Duck/Vientiane/C2422/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Laos	Anatidae	2023-07-17
PQ881967.1	Influenza A virus (A/Duck/Vientiane/C2431/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Laos	Anatidae	2023-07-17
PQ881975.1	Influenza A virus (A/Duck/Vientiane/C4369/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Laos	Anatidae	2023-12-15
PQ885521.1	Influenza A virus (A/Washington/254/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Homo sapiens	2024-10-23
PQ843862.1	Influenza A virus (A/cattle/CA/24-032034-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Bos taurus	2024-10-22
PQ829877.1	Influenza A virus (A/cattle/CA/24-036396-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Bos taurus	2024-12-04
PQ830133.1	Influenza A virus (A/cattle/CA/24-036418-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Bos taurus	2024-12-04
PQ831821.1	Influenza A virus (A/cattle/CO/24-020176-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Bos taurus	2024-07-11
PP760204.1	Influenza A virus (A/Avian/Nigeria/2-8C/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Nigeria	Aves	2022-08-02
OQ095757.1	Influenza A virus (A/mallard/Minnesota/MN20-220E_T1/2020(H5N2)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Anas platyrhynchos	2020-09-15
PQ797265.1	Influenza A virus (A/Turkey/CA/24-031284-015-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Meleagris gallopavo	2024-10-17
PQ755546.1	Influenza A virus (A/Mallard Duck/Netherlands/OM_17/2018(H5N3)) segment 4 hemagglutinin (HA) gene, complete cds	Netherlands	Anas crecca	2018-09-25
PQ736110.1	Influenza A virus (A/domestic goose/Germany-ST/2024AI04198/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Anser	2024-09-09
PQ736123.1	Influenza A virus (A/swan/Germany-HE/2024AI04242/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Anatidae	2024-09-17
PQ736131.1	Influenza A virus (A/Mute Swan/Germany-MV/2024AI04271/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Cygnus olor	2024-09-20
PQ736144.1	Influenza A virus (A/swan/Germany-HH/2024AI04293/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Anatidae	2024-10-08
PQ736152.1	Influenza A virus (A/Mute Swan/Germany-HH/2024AI04521/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Cygnus olor	2024-10-18
PQ736208.1	Influenza A virus (A/Great Black-backed Gull/Germany-SH/2024AI04295/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Larus marinus	2024-10-08
PQ736216.1	Influenza A virus (A/Mute Swan/Germany-MV/2024AI03518/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Cygnus olor	2024-07-19
PQ736224.1	Influenza A virus (A/Mute Swan/Germany-MV/2024AI04248/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Cygnus olor	2024-09-19
PQ736256.1	Influenza A virus (A/domestic goose/Germany-SN/2024AI04250/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Anser	2024-09-26
PQ736264.1	Influenza A virus (A/swan/Germany-BY/2024AI04832/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Anatidae	2024-11-04
PQ736280.1	Influenza A virus (A/swan/Germany-HH/2024AI04224/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Anatidae	2024-09-17
PQ736588.1	Influenza A virus (A/garganey/Egypt/DT20900OP/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Egypt	Spatula querquedula	2022-12-21
OR349633.1	Influenza A virus (A/Mute swan/Mangystau/9421/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Kazakhstan	Cygnus olor	2022-12-21
PQ727368.1	Influenza A virus (A/Northern Fulmar/Germany-NI/2024AI04273/2024(H5N5)) segment 4 hemagglutinin (HA) gene, complete cds	Germany	Fulmarus glacialis	2024-09-21
PQ722568.1	Influenza A virus (A/Ostrich/China/HB/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	China	Struthio camelus	2024-07-12
PQ724322.1	Influenza A virus (A/duck/Egypt/BA20361C/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Egypt	Anas sp.	2022-03-30
PQ687223.1	Influenza A virus (A/cattle/CA/24-027478-001-original-repeat2/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Bos taurus	2024-09-16
PQ687455.1	Influenza A virus (A/chicken/PA/24-031844-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Gallus gallus	2024-10-28
PQ702057.1	Influenza A virus (A/American white Pelican/MN/22-018423-001-original/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Pelecanus erythrorhynchos	2022-06-08
PQ702713.1	Influenza A virus (A/Bald eagle/IA/23-000269-001-original/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Haliaeetus leucocephalus	2022-12-29
PQ702721.1	Influenza A virus (A/Bald eagle/IL/22-014028-001-original/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Haliaeetus leucocephalus	2022-04-28
PQ703441.1	Influenza A virus (A/Bald eagle/WA/22-015521-007-original/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Haliaeetus leucocephalus	2022-05-10
PQ704993.1	Influenza A virus (A/Black Vulture/LA/23-005532-001-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Aegypius monachus	2023-02-07
PQ705961.1	Influenza A virus (A/Blue-winged teal/MN/22-031242-004-original-repeat/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Spatula discors	2022-09-18
PQ707097.1	Influenza A virus (A/Canada goose/AZ/23-002260-001-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Branta canadensis	2023-01-09
PQ707257.1	Influenza A virus (A/Canada goose/CA/22-028881-001-original/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Branta canadensis	2022-09-09
PQ708697.1	Influenza A virus (A/Canada goose/OR/22-037260-001-original-repeat/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Branta canadensis	2022-11-02
PQ708721.1	Influenza A virus (A/Canada goose/OR/23-031492-001-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Branta canadensis	2023-10-11
PQ708849.1	Influenza A virus (A/Canada goose/UT/22-035956-004-original/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Branta canadensis	2022-10-25
PQ710129.1	Influenza A virus (A/Gadwall/AL/22-041761-016-original/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Mareca strepera	2022-12-10
PQ710457.1	Influenza A virus (A/Gannet/MA/22-016611-015-original/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA		2022-04-01
PQ710561.1	Influenza A virus (A/Glaucous Gull/AK/23-025003-001-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Larus hyperboreus	2023-07-22
PQ710665.1	Influenza A virus (A/Great black-backed Gull/MA/23-004612-023-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Larus marinus	2023-01-12
PQ711745.1	Influenza A virus (A/Great horned owl/OR/22-033001-001-original/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Bubo virginianus	2022-10-11
PQ711761.1	Influenza A virus (A/Great horned owl/OR/23-000776-001-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Bubo virginianus	2023-01-04
PQ712185.1	Influenza A virus (A/Great horned owl/WY/23-002116-001-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Bubo virginianus	2023-01-09
PQ712857.1	Influenza A virus (A/Horned grebe/WY/22-017774-003-original/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA		2022-06-03
PQ713569.1	Influenza A virus (A/Mallard/MT/23-030444-002-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Anas platyrhynchos	2023-09-30
PQ713785.1	Influenza A virus (A/Mallard/NY/23-004807-013-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Anas platyrhynchos	2023-02-01
PQ713801.1	Influenza A virus (A/Mallard/NY/23-004807-074-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Anas platyrhynchos	2023-02-01
PQ713873.1	Influenza A virus (A/Mallard/OR/22-026112-027-original/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Anas platyrhynchos	2022-08-15
PQ715489.1	Influenza A virus (A/Raven/CA/23-003756-001-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Corvus	2023-01-29
PQ715505.1	Influenza A virus (A/Raven/CO/23-003563-001-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Corvus	2023-01-25
PQ715897.1	Influenza A virus (A/Red-tailed hawk/CO/23-001466-002-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Buteo jamaicensis	2023-01-05
PQ715921.1	Influenza A virus (A/Red-tailed hawk/CO/23-001576-001-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Buteo jamaicensis	2023-01-10
PQ716401.1	Influenza A virus (A/Red-tailed hawk/MT/23-002509-001-original/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Buteo jamaicensis	2023-01-18
PQ718145.1	Influenza A virus (A/Snow goose/MS/22-038821-038-original/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Anser caerulescens	2022-11-23
PQ685010.1	Influenza A virus (A/Common crane/Serbia/12661/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Serbia		2023-11-15
PQ685075.1	Influenza A virus (A/chicken/Egypt/BA20355C/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Egypt	Gallus gallus	2022-03-30
PQ278123.1	Influenza A virus (A/chicken/China/Cangzhou03/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	China	Gallus gallus	2023-12-28
PQ395270.1	Influenza A virus (A/duck/Egypt/F653-10/2022(H5N8)) segment 4 hemagglutinin (HA) gene, complete cds	Egypt	Anatidae	2022-01-22
PQ395272.1	Influenza A virus (A/duck/Egypt/F653-13/2022(H5N8)) segment 4 hemagglutinin (HA) gene, complete cds	Egypt	Anatidae	2022-01-22
PQ395274.1	Influenza A virus (A/duck/Egypt/F653-19/2022(H5N8)) segment 4 hemagglutinin (HA) gene, complete cds	Egypt	Anatidae	2022-01-22
PQ395276.1	Influenza A virus (A/duck/Egypt/F653-21/2022(H5N8)) segment 4 hemagglutinin (HA) gene, complete cds	Egypt	Anatidae	2022-01-22
PQ395280.1	Influenza A virus (A/duck/Egypt/F653-26/2022(H5N8)) segment 4 hemagglutinin (HA) gene, complete cds	Egypt	Anatidae	2022-01-22
PQ395284.1	Influenza A virus (A/duck/Egypt/F653-31/2022(H5N8)) segment 4 hemagglutinin (HA) gene, complete cds	Egypt	Anatidae	2022-01-22
PQ118050.1	Influenza A virus (A/Harbor seal/Washington/W232430067-2-3/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	USA	Phoca vitulina	2023-08-25
PQ643393.1	Influenza A virus (A/Cygnus olor/Seedorf/V390/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds	Switzerland	Cygnus olor	2024-11-10
